@relation stock

@attribute Date date "yyyy-MM-dd"
@attribute Open numeric
@attribute High numeric
@attribute Low numeric
@attribute Close numeric

@data
1993-01-19,10.454,10.58,9.828,10.06
1993-01-20,10.037,10.037,9.694,9.754
1993-01-21,9.777,9.777,9.545,9.645
1993-01-22,9.67,10.136,9.67,10.114
1993-01-25,10.136,10.246,9.879,10.162
1993-01-26,10.997,11.074,10.136,10.195
1993-01-27,10.222,10.396,10.037,10.322
1993-01-28,10.396,10.58,10.346,10.454
1993-01-29,10.605,10.738,10.58,10.714
1993-02-01,10.814,10.947,10.814,10.947
1993-02-02,10.873,11.021,10.814,10.838
1993-02-03,10.922,10.973,10.58,10.637
1993-02-04,10.605,10.786,10.555,10.687
1993-02-05,10.765,10.947,10.738,10.814
1993-02-08,10.873,11.047,10.838,10.997
1993-02-09,11.021,11.341,10.997,11.105
1993-02-10,11.155,11.207,10.738,10.873
1993-02-11,10.786,10.786,10.504,10.637
1993-02-12,10.637,10.738,10.504,10.555
1993-02-16,10.504,10.58,10.136,10.406
1993-02-17,10.454,10.555,10.346,10.504
1993-02-18,10.605,10.662,10.346,10.504
1993-02-19,10.531,10.555,10.406,10.504
1993-02-22,10.504,10.687,10.504,10.662
1993-02-23,10.714,10.765,10.555,10.637
1993-02-24,10.637,10.814,10.605,10.786
1993-02-25,10.765,11.207,10.738,11.183
1993-02-26,11.23,11.415,11.105,11.307
1993-03-01,11.388,11.515,11.341,11.388
1993-03-02,11.364,11.364,11.183,11.281
1993-03-03,11.307,11.539,11.155,11.49
1993-03-04,11.49,11.49,11.341,11.415
1993-03-05,11.515,11.622,11.388,11.49
1993-03-08,11.539,11.698,11.49,11.673
1993-03-09,11.673,11.807,11.65,11.784
1993-03-10,11.832,11.881,11.439,11.622
1993-03-11,11.622,11.622,11.388,11.415
1993-03-12,11.23,11.599,11.155,11.573
1993-03-15,11.673,11.698,11.439,11.439
1993-03-16,11.466,11.515,11.415,11.466
1993-03-17,11.439,11.573,11.255,11.341
1993-03-18,11.364,11.388,11.281,11.364
1993-03-19,11.341,11.341,11.155,11.183
1993-03-22,11.13,11.183,10.973,11.155
1993-03-23,11.105,11.281,10.997,11.281
1993-03-24,11.105,11.183,10.58,10.637
1993-03-25,10.555,10.58,10.431,10.504
1993-03-26,10.531,10.738,10.531,10.687
1993-03-29,10.814,10.973,10.738,10.765
1993-03-30,10.814,10.814,10.37,10.406
1993-03-31,10.454,10.714,10.431,10.58
1993-04-01,10.714,10.838,10.687,10.786
1993-04-02,10.814,11.047,10.765,10.947
1993-04-05,10.947,11.021,10.738,10.947
1993-04-06,10.947,10.947,10.765,10.814
1993-04-07,10.662,10.873,10.58,10.873
1993-04-08,10.873,10.896,10.454,10.454
1993-04-12,10.555,10.786,10.531,10.605
1993-04-13,10.605,10.637,10.246,10.27
1993-04-14,10.222,10.322,10.087,10.195
1993-04-15,10.195,10.246,10.087,10.136
1993-04-16,10.195,10.222,10.087,10.195
1993-04-19,10.454,10.531,10.162,10.246
1993-04-20,10.37,10.531,10.136,10.531
1993-04-21,10.406,10.454,10.222,10.222
1993-04-22,10.162,10.195,10.012,10.087
1993-04-23,10.012,10.06,9.855,9.929
1993-04-26,10.012,10.246,9.962,10.06
1993-04-27,10.06,10.136,9.962,10.06
1993-04-28,10.136,10.555,10.114,10.37
1993-04-29,10.37,10.431,10.06,10.162
1993-04-30,10.162,10.27,10.114,10.114
1993-05-03,10.222,10.27,10.087,10.246
1993-05-04,10.322,10.37,10.246,10.246
1993-05-05,10.195,10.296,10.162,10.27
1993-05-06,10.087,10.114,9.987,10.037
1993-05-07,10.012,10.114,9.929,10.114
1993-05-10,10.162,10.222,10.06,10.162
1993-05-11,10.162,10.162,10.06,10.162
1993-05-12,10.037,10.114,9.962,9.987
1993-05-13,9.879,9.929,9.802,9.879
1993-05-14,9.879,10.012,9.855,9.962
1993-05-17,9.962,10.037,9.879,9.903
1993-05-18,9.929,10.195,9.929,10.195
1993-05-19,10.222,10.431,10.06,10.322
1993-05-20,10.27,10.296,10.136,10.246
1993-05-21,10.136,10.246,10.037,10.06
1993-05-24,10.114,10.37,10.087,10.346
1993-05-25,10.37,10.58,10.37,10.48
1993-05-26,10.504,10.973,10.504,10.973
1993-05-27,11.074,11.23,10.997,11.074
1993-05-28,11.047,11.047,10.814,10.973
1993-06-01,11.074,11.105,10.786,10.814
1993-06-02,10.765,11.23,10.765,11.207
1993-06-03,11.23,11.307,11.13,11.207
1993-06-04,11.23,11.307,11.155,11.23
1993-06-07,11.23,11.23,10.873,10.873
1993-06-08,10.873,10.922,10.738,10.873
1993-06-09,11.021,11.105,10.947,10.997
1993-06-10,10.973,10.973,10.714,10.922
1993-06-11,10.997,11.021,10.896,10.922
1993-06-14,10.873,10.922,10.786,10.814
1993-06-15,10.786,10.786,10.346,10.37
1993-06-16,10.296,10.48,10.162,10.48
1993-06-17,10.431,10.454,10.27,10.322
1993-06-18,10.322,10.322,10.162,10.27
1993-06-21,10.431,10.431,10.195,10.246
1993-06-22,10.222,10.322,10.222,10.246
1993-06-23,10.246,10.27,10.087,10.114
1993-06-24,10.114,10.222,10.114,10.136
1993-06-25,10.195,10.346,10.195,10.346
1993-06-28,10.37,10.555,10.346,10.48
1993-06-29,10.48,10.504,10.136,10.27
1993-06-30,10.296,10.37,10.222,10.27
1993-07-01,10.322,10.346,10.222,10.246
1993-07-02,10.087,10.114,9.929,10.037
1993-07-06,9.987,10.012,9.754,9.754
1993-07-07,9.754,9.777,9.645,9.694
1993-07-08,9.754,9.903,9.645,9.694
1993-07-09,9.728,9.777,9.645,9.694
1993-07-12,9.754,10.037,9.728,10.012
1993-07-13,10.012,10.087,9.828,9.903
1993-07-14,9.879,9.962,9.802,9.855
1993-07-15,9.855,9.962,9.802,9.879
1993-07-16,9.879,9.879,9.4604,9.4941
1993-07-19,9.4941,9.57,9.0187,9.0774
1993-07-20,9.0774,9.1021,8.6595,8.9174
1993-07-21,8.968,9.125,8.9435,9.0774
1993-07-22,9.1021,9.3105,8.9435,9.0187
1993-07-23,9.0774,9.0774,8.7332,8.7847
1993-07-26,8.7096,8.9435,8.5508,8.8189
1993-07-27,9.3361,9.545,9.2603,9.4941
1993-07-28,9.57,9.645,9.125,9.151
1993-07-29,9.151,9.2603,9.0187,9.125
1993-07-30,9.0774,9.2603,9.0774,9.2603
1993-08-02,9.2263,9.3105,9.125,9.125
1993-08-03,9.151,9.1771,8.968,9.0187
1993-08-04,9.0187,9.2263,8.992,9.2263
1993-08-05,9.1771,9.3105,9.0516,9.1021
1993-08-06,9.0774,9.1021,8.968,9.0187
1993-08-09,9.0187,9.1021,8.9174,8.968
1993-08-10,8.968,9.0187,8.9174,8.992
1993-08-11,9.0516,9.0516,8.7332,8.7847
1993-08-12,8.8429,8.8429,8.5849,8.6841
1993-08-13,8.7332,8.7332,8.6343,8.6595
1993-08-16,8.6595,8.6841,8.4506,8.5247
1993-08-17,8.5247,8.9435,8.5247,8.9435
1993-08-18,9.0187,9.0516,8.8189,8.893
1993-08-19,8.968,8.992,8.893,8.9435
1993-08-20,8.9435,8.992,8.867,8.968
1993-08-23,8.968,9.3105,8.9435,9.2263
1993-08-24,9.2603,9.2845,9.0774,9.125
1993-08-25,9.151,9.1771,9.0516,9.151
1993-08-26,9.1771,9.3105,9.0774,9.151
1993-08-27,9.125,9.1771,9.0774,9.1771
1993-08-30,9.1771,9.3105,9.1771,9.2845
1993-08-31,9.3105,9.545,9.3105,9.518
1993-09-01,9.518,9.645,9.4941,9.545
1993-09-02,9.57,9.645,9.518,9.57
1993-09-03,9.619,9.645,9.4941,9.518
1993-09-07,9.594,9.619,9.4099,9.4604
1993-09-08,9.4099,9.4367,9.1021,9.2263
1993-09-09,9.204,9.2845,9.1771,9.2263
1993-09-10,9.2845,9.2845,9.0516,9.1021
1993-09-13,9.125,9.2263,9.0516,9.125
1993-09-14,9.125,9.125,9.0187,9.0516
1993-09-15,9.0516,9.125,8.992,9.0774
1993-09-16,9.0516,9.151,9.0187,9.0516
1993-09-17,8.992,9.0187,8.893,9.0187
1993-09-20,8.992,9.0187,8.7847,8.7847
1993-09-21,8.8429,8.867,8.7096,8.759
1993-09-22,8.7847,8.8429,8.6595,8.7096
1993-09-23,8.7332,8.8189,8.6841,8.7096
1993-09-24,8.7096,8.7332,8.6343,8.6841
1993-09-27,8.6841,8.7096,8.6343,8.6841
1993-09-28,8.6841,8.867,8.6595,8.6841
1993-09-29,8.6841,8.759,8.5849,8.6595
1993-09-30,8.6595,8.759,8.6081,8.7332
1993-10-01,8.759,9.125,8.759,9.125
1993-10-04,9.204,9.3105,9.1021,9.204
1993-10-05,9.2263,9.2603,8.992,9.1021
1993-10-06,9.0516,9.2263,8.992,9.151
1993-10-07,9.151,9.1771,9.0774,9.151
1993-10-08,9.2263,9.2263,9.0187,9.204
1993-10-11,9.204,9.2263,9.125,9.1771
1993-10-12,9.1771,9.2263,9.1021,9.1021
1993-10-13,9.0516,9.125,8.968,8.968
1993-10-14,8.968,8.992,8.8429,8.867
1993-10-15,8.9435,9.3361,8.9174,9.2603
1993-10-18,9.2603,9.3851,9.125,9.151
1993-10-19,9.151,9.2845,8.9174,9.0187
1993-10-20,9.0187,9.0774,8.9174,9.0774
1993-10-21,9.0774,9.4099,9.0516,9.3605
1993-10-22,9.4367,9.518,9.2263,9.2603
1993-10-25,9.125,9.3605,9.1021,9.3361
1993-10-26,9.518,9.619,9.2263,9.619
1993-10-27,9.645,9.694,9.518,9.57
1993-10-28,9.518,9.645,9.4941,9.518
1993-10-29,9.57,9.694,9.545,9.57
1993-11-01,9.57,9.987,9.518,9.929
1993-11-02,10.195,10.637,10.087,10.58
1993-11-03,10.605,10.637,10.431,10.555
1993-11-04,10.454,10.504,10.27,10.346
1993-11-05,10.346,10.431,10.27,10.37
1993-11-08,10.454,10.555,10.406,10.454
1993-11-09,10.504,10.531,10.195,10.222
1993-11-10,10.296,10.431,10.195,10.37
1993-11-11,10.454,10.896,10.431,10.814
1993-11-12,10.873,10.922,10.714,10.738
1993-11-15,10.738,10.738,10.58,10.605
1993-11-16,10.637,11.021,10.555,10.973
1993-11-17,11.13,11.281,10.786,10.786
1993-11-18,10.873,11.047,10.838,10.973
1993-11-19,10.873,10.947,10.714,10.786
1993-11-22,10.786,10.922,10.738,10.814
1993-11-23,10.896,11.074,10.786,11.047
1993-11-24,11.23,11.49,11.183,11.466
1993-11-26,11.547,11.65,11.466,11.599
1993-11-29,11.65,11.673,11.316,11.316
1993-11-30,11.341,11.466,11.183,11.207
1993-12-01,11.388,11.388,11.047,11.047
1993-12-02,11.074,11.255,11.074,11.183
1993-12-03,11.23,11.23,11.047,11.13
1993-12-06,11.021,11.316,10.973,11.183
1993-12-07,11.255,11.281,11.074,11.183
1993-12-08,11.207,11.255,11.105,11.207
1993-12-09,11.207,11.255,11.074,11.155
1993-12-10,11.23,11.547,11.207,11.49
1993-12-13,11.622,12.014,11.515,11.933
1993-12-14,11.908,11.933,11.65,11.673
1993-12-15,11.673,11.983,11.573,11.832
1993-12-16,11.908,11.983,11.881,11.958
1993-12-17,12.014,12.457,12.014,12.426
1993-12-20,12.324,12.349,12.115,12.14
1993-12-21,12.115,12.3,12.092,12.192
1993-12-22,12.216,12.324,12.165,12.324
1993-12-23,12.324,12.349,12.165,12.192
1993-12-27,12.192,12.324,12.066,12.3
1993-12-28,12.25,12.349,12.115,12.14
1993-12-29,12.165,12.216,12.092,12.092
1993-12-30,12.066,12.14,11.832,11.857
1993-12-31,11.784,11.933,11.723,11.749
1994-01-03,11.832,12.014,11.832,11.983
1994-01-04,12.092,12.3,12.066,12.275
1994-01-05,12.275,12.457,12.165,12.375
1994-01-06,12.483,12.483,12.165,12.165
1994-01-07,12.165,12.349,12.066,12.25
1994-01-10,12.25,12.375,12.165,12.324
1994-01-11,12.3,12.349,12.165,12.192
1994-01-12,12.216,12.25,12.092,12.092
1994-01-13,12.115,12.275,12.115,12.216
1994-01-14,12.216,12.375,12.14,12.192
1994-01-17,12.165,12.165,11.881,11.958
1994-01-18,11.933,11.933,11.723,11.881
1994-01-19,11.807,11.857,11.599,11.65
1994-01-20,11.622,11.622,11.466,11.49
1994-01-21,11.466,11.573,11.388,11.49
1994-01-24,11.599,12.216,11.599,12.192
1994-01-25,12.25,12.349,11.515,12.115
1994-01-26,12.216,12.216,11.65,11.723
1994-01-27,11.784,11.958,11.749,11.881
1994-01-28,12.092,12.092,11.958,12.014
1994-01-31,12.042,12.042,11.749,11.749
1994-02-01,11.832,11.933,11.749,11.749
1994-02-02,11.749,11.749,11.547,11.723
1994-02-03,11.698,11.832,11.599,11.599
1994-02-04,11.547,11.573,10.814,10.814
1994-02-07,10.896,11.364,10.873,11.281
1994-02-08,11.388,11.388,11.105,11.155
1994-02-09,11.207,11.281,11.047,11.047
1994-02-10,11.105,11.155,10.973,10.997
1994-02-11,10.922,11.105,10.814,11.074
1994-02-14,11.105,11.364,11.105,11.23
1994-02-15,11.316,11.364,11.23,11.341
1994-02-16,11.49,11.49,11.341,11.364
1994-02-17,11.415,11.439,10.922,10.973
1994-02-18,10.947,10.997,10.838,10.947
1994-02-22,10.947,11.207,10.947,11.155
1994-02-23,11.183,11.281,11.074,11.13
1994-02-24,11.074,11.105,10.947,10.997
1994-02-25,11.105,11.105,10.947,10.997
1994-02-28,11.047,11.074,10.947,10.997
1994-03-01,10.997,11.207,10.922,11.155
1994-03-02,10.973,11.13,10.838,11.021
1994-03-03,10.997,11.105,10.947,10.947
1994-03-04,11.074,11.074,10.896,10.947
1994-03-07,11.021,11.021,10.838,10.873
1994-03-08,10.838,11.415,10.687,11.388
1994-03-09,11.439,11.599,11.388,11.515
1994-03-10,11.547,11.698,11.466,11.65
1994-03-11,11.673,11.698,11.49,11.622
1994-03-14,11.673,12.042,11.622,11.958
1994-03-15,12.014,12.14,11.933,11.933
1994-03-16,11.983,12.115,11.881,12.115
1994-03-17,12.115,12.115,11.958,12.042
1994-03-18,12.042,12.115,11.807,11.881
1994-03-21,11.832,12.25,11.807,12.192
1994-03-22,12.066,12.192,12.014,12.115
1994-03-23,11.857,12.042,11.784,11.908
1994-03-24,11.832,11.881,11.65,11.723
1994-03-25,11.749,11.749,11.155,11.23
1994-03-28,11.316,11.364,10.922,11.155
1994-03-29,11.155,11.316,10.922,10.947
1994-03-30,10.922,11.439,10.922,11.13
1994-03-31,11.23,11.364,10.814,11.364
1994-04-04,11.021,11.13,10.873,11.021
1994-04-05,11.13,11.255,11.021,11.105
1994-04-06,11.13,11.138,10.973,11.047
1994-04-07,11.074,11.074,10.873,11.047
1994-04-08,10.997,11.047,10.896,10.922
1994-04-11,10.947,11.105,10.873,11.021
1994-04-12,11.183,11.207,10.922,10.997
1994-04-13,10.997,11.105,10.786,10.896
1994-04-14,10.922,11.207,10.922,11.207
1994-04-15,11.207,11.341,10.947,11.021
1994-04-18,10.997,11.255,10.973,11.105
1994-04-19,11.13,11.183,10.687,11.105
1994-04-20,11.074,11.13,10.765,10.873
1994-04-21,11.439,12.192,11.23,12.14
1994-04-22,12.14,12.375,12.066,12.216
1994-04-25,12.165,12.324,12.115,12.324
1994-04-26,12.25,12.324,12.165,12.165
1994-04-28,12.042,12.115,11.807,11.881
1994-04-29,11.933,12.042,11.832,11.958
1994-05-02,11.958,12.14,11.832,12.066
1994-05-03,12.092,12.192,12.042,12.14
1994-05-04,12.115,12.115,11.958,12.014
1994-05-05,11.933,11.958,11.832,11.881
1994-05-06,11.749,11.881,11.698,11.749
1994-05-09,11.749,12.042,11.749,11.857
1994-05-10,11.983,12.115,11.933,12.066
1994-05-11,12.066,12.115,11.857,11.908
1994-05-12,11.983,12.014,11.857,11.908
1994-05-13,11.958,12.042,11.908,11.958
1994-05-16,11.983,12.192,11.933,12.165
1994-05-17,12.192,12.792,12.192,12.743
1994-05-18,12.817,12.869,12.583,12.634
1994-05-19,12.66,12.925,12.583,12.768
1994-05-20,12.768,12.978,12.693,12.925
1994-05-23,12.925,13,12.768,12.843
1994-05-24,12.892,13.186,12.869,13.126
1994-05-25,13.099,13.335,13,13.234
1994-05-26,13.162,13.335,13,13.311
1994-05-27,13.287,13.335,13.234,13.234
1994-05-31,13.208,13.26,13.053,13.099
1994-06-01,13.099,13.234,13,13.208
1994-06-02,13.186,13.208,12.869,12.892
1994-06-03,12.843,12.869,12.634,12.693
1994-06-06,12.743,13.208,12.715,13.026
1994-06-07,13.053,13.162,13.026,13.026
1994-06-08,13.076,13.099,12.792,12.817
1994-06-09,12.792,12.925,12.792,12.892
1994-06-10,12.952,13.076,12.952,13.026
1994-06-13,12.978,13.335,12.952,13.26
1994-06-14,13.287,13.52,13.287,13.52
1994-06-15,13.421,13.469,13.208,13.26
1994-06-16,13.162,13.208,13.076,13.076
1994-06-17,13.026,13.126,12.952,12.978
1994-06-20,12.869,12.952,12.817,12.817
1994-06-21,12.843,12.925,12.561,12.693
1994-06-22,12.768,12.925,12.715,12.892
1994-06-23,12.869,12.952,12.66,12.66
1994-06-24,12.634,12.693,12.375,12.457
1994-06-27,12.275,12.817,12.092,12.792
1994-06-28,12.792,12.869,12.483,12.715
1994-06-29,12.66,12.792,12.508,12.561
1994-06-30,12.561,12.583,12.192,12.216
1994-07-01,12.275,12.3,11.807,11.857
1994-07-05,11.857,12.042,11.698,11.698
1994-07-06,11.749,11.857,11.723,11.857
1994-07-07,11.933,11.933,11.784,11.807
1994-07-08,11.749,12.042,11.749,11.784
1994-07-11,11.832,11.881,11.515,11.573
1994-07-12,11.599,11.673,11.415,11.622
1994-07-13,11.65,11.807,11.622,11.807
1994-07-14,11.958,12.165,11.908,12.115
1994-07-15,12.014,12.042,11.807,11.832
1994-07-18,11.908,11.983,11.784,11.832
1994-07-19,11.807,11.832,11.573,11.573
1994-07-20,11.599,11.698,11.341,11.622
1994-07-21,12.275,13.026,12.066,12.978
1994-07-22,12.952,13,12.715,12.768
1994-07-25,12.768,12.978,12.759,12.952
1994-07-26,13,13.126,12.925,12.978
1994-07-27,12.952,13,12.869,13
1994-07-28,12.978,13.099,12.952,12.952
1994-07-29,13.026,13.053,12.843,12.869
1994-08-01,12.869,13.126,12.792,13.076
1994-08-02,13.099,13.186,12.952,12.952
1994-08-03,12.978,13.126,12.952,13.099
1994-08-04,13.099,13.208,13.053,13.126
1994-08-05,13.053,13.126,12.869,12.978
1994-08-08,13.053,13.186,13.026,13.162
1994-08-09,13.186,13.421,13.162,13.421
1994-08-10,13.421,13.52,13.335,13.335
1994-08-11,13.311,13.445,13.26,13.445
1994-08-12,13.469,13.544,13.26,13.26
1994-08-15,13.26,13.421,13.26,13.394
1994-08-16,13.421,13.469,13.26,13.445
1994-08-17,13.493,13.652,13.394,13.493
1994-08-18,13.602,13.911,13.602,13.779
1994-08-19,13.802,14.269,13.729,14.17
1994-08-22,14.037,14.221,13.986,14.094
1994-08-23,14.118,14.194,14.071,14.071
1994-08-24,14.01,14.01,13.861,14.01
1994-08-25,13.937,14.512,13.911,14.428
1994-08-26,14.428,14.587,14.38,14.561
1994-08-29,14.512,14.561,14.402,14.428
1994-08-30,14.428,14.512,14.33,14.428
1994-08-31,14.402,14.455,14.246,14.246
1994-09-01,13.911,14.194,13.911,14.118
1994-09-02,14.146,14.146,13.888,13.986
1994-09-06,13.962,14.071,13.861,14.037
1994-09-07,14.037,14.194,14.01,14.037
1994-09-08,13.986,14.17,13.986,14.118
1994-09-09,13.911,14.146,13.888,13.986
1994-09-12,14.037,14.17,14.037,14.118
1994-09-13,14.302,14.48,14.269,14.402
1994-09-14,14.38,14.587,14.356,14.512
1994-09-15,14.455,14.614,14.455,14.512
1994-09-16,14.512,14.85,14.455,14.771
1994-09-19,14.688,14.822,14.614,14.637
1994-09-20,14.539,14.664,14.48,14.614
1994-09-21,14.771,14.85,14.428,14.455
1994-09-22,14.512,14.614,14.428,14.48
1994-09-23,14.428,14.455,14.33,14.38
1994-09-26,14.356,14.38,14.094,14.356
1994-09-27,14.33,14.428,14.269,14.356
1994-09-28,14.38,14.539,14.246,14.246
1994-09-29,14.221,14.539,14.094,14.455
1994-09-30,14.402,14.587,14.33,14.48
1994-10-03,14.428,14.455,14.269,14.33
1994-10-04,14.38,14.455,14.194,14.221
1994-10-05,14.17,14.38,14.01,14.38
1994-10-06,14.356,14.455,14.269,14.302
1994-10-07,14.33,14.92,14.302,14.795
1994-10-10,14.822,14.947,14.712,14.871
1994-10-11,14.92,15.055,14.871,14.895
1994-10-12,14.771,15.289,14.771,15.215
1994-10-13,15.313,15.423,15.03,15.03
1994-10-14,15.08,15.215,14.947,15.215
1994-10-17,15.155,15.338,15.132,15.239
1994-10-18,15.289,15.498,15.266,15.498
1994-10-19,15.391,15.758,15.338,15.68
1994-10-20,15.707,15.832,15.363,15.599
1994-10-21,15.523,15.68,15.423,15.523
1994-10-24,15.523,15.523,15.155,15.179
1994-10-25,15.106,15.471,15.106,15.363
1994-10-26,15.391,15.498,15.313,15.471
1994-10-27,15.498,15.523,15.338,15.423
1994-10-28,15.423,15.891,15.423,15.832
1994-10-31,15.732,15.732,15.498,15.498
1994-11-01,15.471,15.657,15.289,15.363
1994-11-02,15.391,15.657,15.338,15.448
1994-11-03,15.498,15.523,15.215,15.289
1994-11-04,15.266,15.289,14.795,14.795
1994-11-07,14.85,15.03,14.712,14.947
1994-11-08,14.895,15.289,14.85,15.179
1994-11-09,15.338,15.471,15.239,15.391
1994-11-10,15.289,15.313,14.895,14.982
1994-11-11,14.982,15.179,14.92,15.055
1994-11-14,15.132,15.179,15.03,15.155
1994-11-15,15.155,15.363,15.08,15.215
1994-11-16,15.179,15.215,15.106,15.132
1994-11-17,15.239,15.338,15.132,15.215
1994-11-18,15.179,15.266,15.132,15.239
1994-11-21,15.239,15.423,15.106,15.155
1994-11-22,15.132,15.155,14.428,14.512
1994-11-23,14.402,14.561,14.146,14.561
1994-11-25,14.561,14.748,14.561,14.712
1994-11-28,14.748,14.895,14.614,14.688
1994-11-29,14.688,14.771,14.614,14.688
1994-11-30,14.795,14.822,14.688,14.712
1994-12-01,14.688,14.712,14.402,14.455
1994-12-02,14.402,14.85,14.33,14.85
1994-12-05,14.895,15.055,14.85,14.85
1994-12-06,14.822,14.982,14.822,14.895
1994-12-07,14.712,14.85,14.688,14.822
1994-12-08,14.795,14.871,14.512,14.587
1994-12-09,14.48,14.871,14.455,14.871
1994-12-12,14.795,14.85,14.48,14.688
1994-12-13,14.712,14.771,14.48,14.512
1994-12-14,14.455,14.688,14.428,14.614
1994-12-15,14.637,14.771,14.587,14.664
1994-12-16,14.748,14.748,14.539,14.587
1994-12-19,14.664,14.895,14.664,14.895
1994-12-20,14.85,14.895,14.712,14.712
1994-12-21,14.795,15.313,14.771,15.313
1994-12-22,15.313,15.523,15.289,15.289
1994-12-23,15.313,15.448,15.239,15.289
1994-12-27,15.423,15.498,15.338,15.448
1994-12-28,15.471,15.471,15.08,15.179
1994-12-29,15.179,15.471,15.179,15.471
1994-12-30,15.448,15.498,15.215,15.289
1995-01-03,15.289,15.363,15.266,15.338
1995-01-04,15.363,15.523,15.239,15.471
1995-01-05,15.471,15.657,15.338,15.391
1995-01-06,15.448,15.758,15.423,15.624
1995-01-09,15.599,15.781,15.572,15.707
1995-01-10,15.806,16.067,15.732,15.941
1995-01-11,16.015,16.043,15.657,15.806
1995-01-12,15.781,15.891,15.707,15.806
1995-01-13,15.965,15.991,15.758,15.891
1995-01-16,15.891,16.222,15.891,16.123
1995-01-17,16.067,16.222,16.043,16.123
1995-01-18,16.151,16.198,15.941,16.067
1995-01-19,16.043,16.151,15.891,15.914
1995-01-20,15.891,15.914,15.599,15.68
1995-01-23,15.498,15.498,15.055,15.448
1995-01-24,15.423,15.572,15.289,15.391
1995-01-25,14.982,15.215,14.982,15.055
1995-01-26,15.055,15.266,15.03,15.055
1995-01-27,15.132,15.215,14.688,15.08
1995-01-30,15.132,15.179,14.871,14.92
1995-01-31,14.982,15.155,14.614,15.005
1995-02-01,15.055,15.363,15.03,15.313
1995-02-02,15.313,15.471,15.289,15.471
1995-02-03,15.572,15.657,15.498,15.523
1995-02-06,15.471,15.572,15.423,15.471
1995-02-07,15.448,15.471,15.363,15.448
1995-02-08,15.423,15.572,15.423,15.448
1995-02-09,15.448,15.657,15.448,15.599
1995-02-10,15.624,15.758,15.599,15.599
1995-02-13,15.624,15.68,15.547,15.572
1995-02-14,15.599,15.732,15.523,15.732
1995-02-15,15.732,15.781,15.624,15.732
1995-02-16,15.781,15.857,15.707,15.707
1995-02-17,15.758,15.758,15.547,15.599
1995-02-21,15.599,15.624,15.423,15.448
1995-02-22,15.448,15.498,15.423,15.448
1995-02-23,15.547,15.758,15.423,15.448
1995-02-24,15.448,15.68,15.448,15.572
1995-02-27,15.523,15.68,15.338,15.391
1995-02-28,15.391,15.657,15.391,15.657
1995-03-01,15.624,15.891,15.624,15.68
1995-03-02,15.68,16.089,15.68,16.067
1995-03-03,16.043,16.643,16.015,16.617
1995-03-06,16.533,16.901,16.533,16.692
1995-03-07,16.717,16.825,16.509,16.593
1995-03-08,16.593,16.643,16.333,16.593
1995-03-09,16.717,16.925,16.717,16.766
1995-03-10,16.825,16.976,16.717,16.875
1995-03-13,16.953,17.268,16.953,17.059
1995-03-14,17.109,17.208,16.953,16.953
1995-03-15,16.901,17.109,16.901,17
1995-03-16,17,17.394,16.976,17.369
1995-03-17,17.369,17.394,17.185,17.185
1995-03-20,17.208,17.477,17.158,17.369
1995-03-21,17.369,17.477,17.086,17.109
1995-03-22,17.086,17.185,16.901,16.976
1995-03-23,16.953,17.344,16.953,17.344
1995-03-24,17.394,17.553,17.369,17.394
1995-03-27,17.444,17.712,17.444,17.676
1995-03-28,17.653,17.653,17.527,17.577
1995-03-29,17.527,17.627,17.158,17.268
1995-03-30,17.291,17.344,17,17.133
1995-03-31,17.086,17.369,16.925,17.086
1995-04-03,17.109,17.369,17.109,17.236
1995-04-04,17.291,17.394,17.158,17.268
1995-04-05,17.236,17.501,17.236,17.477
1995-04-06,17.553,17.601,17.394,17.444
1995-04-07,17.418,17.712,17.369,17.477
1995-04-10,17.477,17.885,17.477,17.885
1995-04-11,17.861,18.069,17.811,18.044
1995-04-12,17.994,18.227,17.909,18.119
1995-04-13,18.069,18.178,17.909,17.971
1995-04-17,18.095,18.412,18.069,18.279
1995-04-18,18.328,18.412,18.119,18.353
1995-04-19,18.279,18.353,17.885,18.119
1995-04-20,18.646,18.797,18.437,18.51
1995-04-21,18.589,19.139,18.536,19.056
1995-04-24,19.031,19.531,18.932,19.447
1995-04-25,19.372,19.531,19.323,19.472
1995-04-26,19.372,19.916,19.323,19.816
1995-04-27,19.73,20.149,19.682,20.149
1995-04-28,19.965,20.024,19.607,19.682
1995-05-01,19.531,19.607,19.088,19.163
1995-05-02,19.056,19.423,19.056,19.323
1995-05-03,19.348,19.682,19.348,19.607
1995-05-04,19.707,20,19.397,19.497
1995-05-05,19.607,19.682,19.323,19.372
1995-05-08,19.298,19.816,19.263,19.497
1995-05-09,19.58,19.632,19.423,19.472
1995-05-10,19.531,19.763,19.531,19.531
1995-05-11,19.447,19.791,19.397,19.607
1995-05-12,19.497,19.891,19.497,19.632
1995-05-15,19.657,19.839,19.58,19.763
1995-05-16,19.607,19.94,19.607,19.682
1995-05-17,19.763,19.891,19.707,19.73
1995-05-18,19.682,20,19.372,19.372
1995-05-19,19.19,19.497,19.19,19.423
1995-05-22,19.447,19.839,19.447,19.816
1995-05-23,19.864,20.309,19.864,20.232
1995-05-24,20.285,20.358,19.657,20
1995-05-25,20.024,20.358,19.94,20.125
1995-05-26,20.1,20.285,19.657,19.763
1995-05-30,19.891,19.916,19.031,19.263
1995-05-31,19.213,19.472,19.112,19.348
